filename,module_name,module_params,execution_time,retrieval_f1,retrieval_recall,retrieval_precision,retrieval_ndcg,retrieval_map,retrieval_mrr,is_best
0.parquet,VectorDB,"{'top_k': 10, 'embedding_model': 'openai_embed_3_large', 'embedding_batch': 64}",0.04153445519899067,0.1658692185007975,0.9122807017543859,0.09122807017543859,0.7584054847231027,0.708563074352548,0.708563074352548,False
1.parquet,VectorDB,"{'top_k': 10, 'embedding_model': 'huggingface_bge_m3', 'embedding_batch': 64}",0.011263449986775717,0.17703349282296654,0.9736842105263158,0.09736842105263159,0.8303068872353129,0.7836744639376219,0.7836744639376219,False
2.parquet,BM25,"{'top_k': 10, 'bm25_tokenizer': 'ko_kiwi'}",1.9262034767552425,0.1754385964912281,0.9649122807017544,0.09649122807017543,0.850133723533403,0.81265664160401,0.81265664160401,False
3.parquet,BM25,"{'top_k': 10, 'bm25_tokenizer': 'ko_kkma'}",0.10933148442653187,0.17703349282296654,0.9736842105263158,0.09736842105263159,0.8748875128508043,0.8416666666666666,0.8416666666666666,False
4.parquet,BM25,"{'top_k': 10, 'bm25_tokenizer': 'ko_okt'}",0.017050845581188537,0.17862838915470497,0.9824561403508771,0.09824561403508772,0.9005181647693237,0.8730506822612085,0.8730506822612085,False
5.parquet,HybridRRF,"{'top_k': 10, 'weight': 6.0, 'target_modules': ('VectorDB', 'BM25'), 'target_module_params': ({'top_k': 10, 'embedding_model': 'huggingface_bge_m3', 'embedding_batch': 64}, {'top_k': 10, 'bm25_tokenizer': 'ko_okt'})}",0.028314295567964255,0.1802232854864434,0.9912280701754386,0.09912280701754386,0.898209702217608,0.8664717348927876,0.8664717348927876,False
6.parquet,HybridCC,"{'top_k': 10, 'normalize_method': 'tmm', 'weight': 0.6900000000000001, 'target_modules': ('VectorDB', 'BM25'), 'target_module_params': ({'top_k': 10, 'embedding_model': 'huggingface_bge_m3', 'embedding_batch': 64}, {'top_k': 10, 'bm25_tokenizer': 'ko_okt'})}",0.028314295567964255,0.1802232854864434,0.9912280701754386,0.09912280701754386,0.9221235208448973,0.8985380116959064,0.8985380116959064,False
7.parquet,HybridCC,"{'top_k': 10, 'normalize_method': 'z', 'weight': 0.29, 'target_modules': ('VectorDB', 'BM25'), 'target_module_params': ({'top_k': 10, 'embedding_model': 'huggingface_bge_m3', 'embedding_batch': 64}, {'top_k': 10, 'bm25_tokenizer': 'ko_okt'})}",0.028314295567964255,0.1802232854864434,0.9912280701754386,0.09912280701754386,0.9247528787791248,0.9021929824561403,0.9021929824561403,True
8.parquet,HybridCC,"{'top_k': 10, 'normalize_method': 'mm', 'weight': 0.3, 'target_modules': ('VectorDB', 'BM25'), 'target_module_params': ({'top_k': 10, 'embedding_model': 'huggingface_bge_m3', 'embedding_batch': 64}, {'top_k': 10, 'bm25_tokenizer': 'ko_okt'})}",0.028314295567964255,0.1802232854864434,0.9912280701754386,0.09912280701754386,0.9236043721688489,0.9007309941520468,0.9007309941520468,False
9.parquet,HybridCC,"{'top_k': 10, 'normalize_method': 'dbsf', 'weight': 0.29, 'target_modules': ('VectorDB', 'BM25'), 'target_module_params': ({'top_k': 10, 'embedding_model': 'huggingface_bge_m3', 'embedding_batch': 64}, {'top_k': 10, 'bm25_tokenizer': 'ko_okt'})}",0.028314295567964255,0.1802232854864434,0.9912280701754386,0.09912280701754386,0.9247528787791248,0.9021929824561403,0.9021929824561403,False
